laravel_framework.csv,Merged,davedevelopment,23619,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,jimrubenstein,18853,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,Seytaek,24852,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,adevade,17495,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,nedmas,26167,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,joshralph93,19001,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,dmoreno,16225,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,alexhouse,8053,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,1ma,19544,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,gpekz,28070,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,arnold-martinez,26149,TRUE,Merged,NA,NA
owncloud_core.csv,Merged,spacesuitdiver,7032,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,lawsonjt,25926,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,daftspunk,8799,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,yateric,17521,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,OskarStark,27549,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,henriquepedrosa,23475,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,CristianSitov,19538,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,Laizerox,26087,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,Coffee2CodeNL,26184,TRUE,Merged,NA,NA
cachethq_Cachet.csv,Merged,phelipealves,1093,TRUE,Merged,NA,NA
owncloud_core.csv,Merged,BrummbQ,2625,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,adamschoenemann,23389,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,jonnypickett,16088,TRUE,Merged,NA,NA
symfony_symfony.csv,Merged,grelu,27287,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,nmfzone,19002,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,chriswayoub,17707,TRUE,Merged,NA,NA
laravel_framework.csv,Merged,leigeber,22986,TRUE,Merged,NA,NA
laravel_framework.csv,Closed,KevinHivert,19551,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,BackSlasher,6107,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,igaster,6486,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,SenseException,19304,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,shahvirag07,24219,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,NickGlenn,8941,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,kaixinmao,16669,TRUE,Closed,NA,NA
owncloud_core.csv,Closed,wshadow,684,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,realtebo,19476,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,LukeTowers,23727,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,thePanz,28018,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,mihai-mocanu,7397,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,damiankloip,25762,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,sepntt,24963,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,ahmedmaazin,20061,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,REBELinBLUE,18197,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,akalongman,16121,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,ahmedmaazin,20061,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,rolandsusans,23245,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,tinyhill,6004,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,gMagicScott,19592,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,CoolGoose,20744,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,tback,16435,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,eimihar,6727,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,ZapsterStudios,19346,TRUE,Closed,NA,NA
laravel_framework.csv,Closed,ecode,24558,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,VolCh,24974,TRUE,Closed,NA,NA
symfony_symfony.csv,Closed,dvdoug,19726,TRUE,Closed,NA,NA
